entity_id,canonical_name,description,aliases_json,aliases_text,domains_json,roles_json,is_turkiye_related
Q17512617,the cut (2014 film),"The Cut is a 2014 internationally co-produced drama film directed by Fatih Akın. It was selected to compete for the Golden Lion at the 71st Venice International Film Festival. The film is about the life and experiences of a young Armenian by the name of Nazareth Manoogian, in the light of the Armenian Genocide and its repercussions in different parts of the world.","[""the cut (2014 film)"", ""The Cut (2014 film)"", ""Cut""]",the cut (2014 film) | The Cut (2014 film) | Cut,"[""cinema"", ""film"", ""turkiye""]","[""film"", ""film_seed""]",true
Q17560788,sivas (film),Sivas is a 2014 Turkish drama film directed by Kaan Müjdeci. It was selected to compete for the Golden Lion at the 71st Venice International Film Festival where it won the Special Jury Prize. The film was selected as the Turkish entry for the Best Foreign Language Film at the 88th Academy Awards but it was not nominated.,"[""sivas (film)"", ""Sivas (film)""]",sivas (film) | Sivas (film),"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q1758492,"Yenice, Çanakkale","Yenice is a town and district of Çanakkale Province in the Marmara region of Turkey. According to the 2000 census, population of the district is 35,796 of which 6,903 live in the town of Yenice. The district covers an area of 1,417 km2 (547 sq mi), and the town lies at an elevation of 255 m (837 ft).","[""Yenice, Çanakkale"", ""Yenice, Canakkale"", ""yenice, çanakkale"", ""yenice, canakkale""]","Yenice, Çanakkale | Yenice, Canakkale | yenice, çanakkale | yenice, canakkale","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q1769370,Der Ehrenmord,"Mutluluk (English title: Bliss) is a 2007 Turkish film directed by Abdullah Oğuz, and starring Özgü Namal, Talat Bulut, and Murat Han. It was chosen to open the 2007 Asian Film Festival in Mumbai and the 2007 Medfilm Festival in Rome. It won the audience prize and the young jury prize at the 2008 Turkish Film Festival in Nuremberg and won the audience award for international films at the 2008 Miami International Film Festival.Also, Mutluluk was rewarded by European Council with the Prix Odyssee Human Rights Award in 2007.","[""Der Ehrenmord"", ""bliss (2007 film)"", ""der ehrenmord"", ""Bliss (2007 film)"", ""Mutluluk"", ""mutluluk""]",Der Ehrenmord | bliss (2007 film) | der ehrenmord | Bliss (2007 film) | Mutluluk | mutluluk,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q177993,"abbass, hiam","Hiam Abbass (Arabic: هيام عباس‎, Hebrew: היאם עבאס‎; born 30 November 1960), also Hiyam Abbas, is an Israeli Arab actress and film director.","[""abbass, hiam"", ""Hiam Abbass"", ""Abbass, Hiam"", ""hiam abbass"", ""Hiam Abbas"", ""hiam abbas""]","abbass, hiam | Hiam Abbass | Abbass, Hiam | hiam abbass | Hiam Abbas | hiam abbas","[""cinema"", ""people"", ""turkiye""]","[""cast_member"", ""person_seed""]",true
Q179808,palme d'or 1939–1959,"The Palme d'Or (French pronunciation: ​[palm(ə) dɔʁ]; English: Golden Palm) is the highest prize awarded at the Cannes Film Festival. It was introduced in 1955 by the festival's organizing committee. Previously, from 1939 to 1954, the highest prize at the festival was the Grand Prix du Festival International du Film. In 1964, The Palme d'Or was replaced again by the Grand Prix, before being reintroduced in 1975.The Palme d'Or is widely considered to be one of the most prestigious awards in the film industry.","[""palme d'or 1939–1959"", ""The Palme d'Or"", ""golden palm awards"", ""the palme d'or"", ""palme d'or 2000–2019"", ""Palme d´Or"", ""palme d’or"", ""Palme d'Or 1939–1959"", ""palme d'or 1939-1959"", ""palme d'or 1960-1979""]",palme d'or 1939–1959 | The Palme d'Or | golden palm awards | the palme d'or | palme d'or 2000–2019 | Palme d´Or | palme d’or | Palme d'Or 1939–1959 | palme d'or 1939-1959 | palme d'or 1960-1979,"[""award"", ""cinema"", ""turkiye""]","[""award""]",true
Q180280,"ozal, turgut","Halil Turgut Özal (Turkish pronunciation: [tuɾˈɡut œˈzaɫ]; 13 October 1927 – 17 April 1993) was a Turkish politician who served as the 8th President of Turkey from 1989 to 1993. He previously served as the 26th Prime Minister of Turkey from 1983 to 1989 as the leader of the Motherland Party. He was the Deputy Prime Minister of Turkey in the military government of Bülend Ulusu between 1980 and 1982.After working briefly at the World Bank in the United States and as a university lecturer, Özal became the general secretary and later the leader of the main miners' trade union of Turkey in 1979, serving as a chief negotiator during large-scale industrial action in 1977. He unsuccessfully stood for Parliament in the 1977 general election as a National Salvation Party (MSP) candidate from İzmir. In 1979, he became an undersecretary to Prime Minister Süleyman Demirel's minority government until the 1980 military coup. As an undersecretary, he played a major role in developing economic reforms, known as the '24 January decisions,' which paved the way for greater economic liberalism of the Turkish economy. After the coup, he was appointed as the Deputy Prime Minister of Turkey responsible for the economy in Bülend Ulusu's government and continued to implement economic reforms. He resigned in 1982 following disagreements over economic policy.Özal formed the Motherland Party (ANAP) in 1983 after the ban on political parties was lifted by the military government. ANAP won a parliamentary majority in the 1983 general election and Özal subsequently became the Prime Minister of Turkey. While implementing several economic reforms concerning the exchange rate and deregulation, a rise in inflation and the growing conflict with Kurdish separatists led to ANAP winning reduced pluralities in the 1984 local elections. Despite a referendum in 1987 allowing politicians banned during the 1980 coup to resume political activities, ANAP was re-elected with a parliamentary majority in the 1987 general election, albeit with a reduced share of the vote. He survived an assassination attempt during a party congress in 1988. Özal's foreign policy focused on averting war with Greece following the Şimşek Incident and temporarily allowed Turks in Bulgaria to return to Turkey.Özal was elected President of the Turkish Republic in the 1989 presidential election, while Yıldırım Akbulut replaced him as Prime Minister. Despite assuming a ceremonial role with minimal political duties, Özal remained occupied with government activities, such as intervening in the 1990 Zonguldak miners' strikes. While Akbulut took a docile approach as Prime Minister, disputes over the President's and Prime Minister's duties were dominant when Süleyman Demirel became Prime Minister after the 1991 general election. The Southeastern Anatolia development project began with the construction of the Atatürk Dam in Şanlıurfa, while Özal participated in the first ever summit of Turkic Republics in 1992 held in Ankara. He maintained close relations with the President of the United States George H. W. Bush during the Gulf War and the end of the Cold War. Özal died unexpectedly while in office in 1993, with an exhumation in 2012 leading to evidence of poisoning but the cause of death was unclear.","[""ozal, turgut"", ""Turgat Ozal"", ""Turgut Ozal"", ""Halil Turgut Özal"", ""turgut ozal"", ""Halil Turgut Ozal"", ""turgat ozal"", ""Turgut Özal"", ""halil turgut ozal"", ""turgut özal""]","ozal, turgut | Turgat Ozal | Turgut Ozal | Halil Turgut Özal | turgut ozal | Halil Turgut Ozal | turgat ozal | Turgut Özal | halil turgut ozal | turgut özal","[""cinema"", ""turkiye""]","[""turkey_neighbor""]",true
Q18170176,Magi (film),"Magi is a 2016 Turkish horror film directed and written by Hasan Karacadağ and starring Lucie Pohl, Michael Madsen, Stephen Baldwin and Brianne Davis. The film went on general release across Turkey on April 29, 2016.","[""Magi (film)"", ""magi (film)""]",Magi (film) | magi (film),"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q183,Germanz,"Germany (German: Deutschland, German pronunciation: [ˈdɔʏtʃlant]), officially the Federal Republic of Germany (German: Bundesrepublik Deutschland, listen ), is a country in Central and Western Europe, lying between the Baltic and North Seas to the north and the Alps, Lake Constance and the High Rhine to the south. It borders Denmark to the north, Poland and the Czech Republic to the east, Austria and Switzerland to the south, France to the southwest, and Luxembourg, Belgium and the Netherlands to the west.Germany includes 16 constituent states, covers an area of 357,386 square kilometres (137,988 sq mi), and has a largely temperate seasonal climate. With 83 million inhabitants, it is the second most populous state of Europe after Russia, the most populous state lying entirely in Europe, as well as the most populous member state of the European Union. Germany is a very decentralised country. Its capital and largest metropolis is Berlin, while Frankfurt serves as its financial capital and has the country's busiest airport. Germany's largest urban area is the Ruhr, with its main centres of Dortmund and Essen. The country's other major cities are Hamburg, Munich, Cologne, Stuttgart, Düsseldorf, Leipzig, Bremen, Dresden, Hanover, and Nuremberg.Various Germanic tribes have inhabited the northern parts of modern Germany since classical antiquity. A region named Germania was documented before AD 100. During the Migration Period, the Germanic tribes expanded southward. Beginning in the 10th century, German territories formed a central part of the Holy Roman Empire. During the 16th century, northern German regions became the centre of the Protestant Reformation. After the collapse of the Holy Roman Empire, the German Confederation was formed in 1815. The German revolutions of 1848–49 resulted in the Frankfurt Parliament establishing major democratic rights.In 1871, Germany became a nation state when most of the German states unified (except Switzerland and Austria) into the Prussian-dominated German Empire. After World War I and the revolution of 1918–19, the Empire was replaced by the parliamentary Weimar Republic. The Nazi seizure of power in 1933 led to the establishment of a dictatorship, the annexation of Austria, World War II, and the Holocaust. After the end of World War II in Europe and a period of Allied occupation, Austria was re-established as an independent country and two new German states were founded: West Germany, formed from the American, British, and French occupation zones, and East Germany, formed from the Soviet occupation zone. About a quarter of Germany's pre-war territory was annexed by Poland and the Soviet Union leading to the expulsion of Germans. Following the Revolutions of 1989 that ended communist rule in Central and Eastern Europe, the country was reunified on 3 October 1990.Today, the sovereign state of Germany is a federal parliamentary republic led by a chancellor. It is a great power with a strong economy; it has the world's fourth-largest economy by nominal GDP, and the fifth-largest by PPP. As a global leader in several industrial and technological sectors, it is both the world's third-largest exporter and importer of goods. As a highly developed country with a very high standard of living, it upholds a social security and universal health care system, environmental protection, and a tuition-free university education.The Federal Republic of Germany was a founding member of the European Economic Community in 1957 and the European Union in 1993. It is part of the Schengen Area and became a co-founder of the Eurozone in 1999. Germany is a member of the United Nations, NATO, the G7, the G20, and the OECD. Known for its rich cultural history, Germany has been continuously the home of influential and successful artists, philosophers, writers, musicians, film people, sportspeople, entrepreneurs, scientists, engineers, and inventors. Germany has a large number of World Heritage sites and is among the top tourism destinations in the world.","[""Germanz"", ""brd"", ""Germny"", ""Thyskaland"", ""Federal Republic of Germany"", ""Bundesdeutsch"", ""de"", ""geramny"", ""vokietija"", ""br deutschland""]",Germanz | brd | Germny | Thyskaland | Federal Republic of Germany | Bundesdeutsch | de | geramny | vokietija | br deutschland,"[""cinema"", ""geography"", ""turkiye""]","[""country""]",true
Q183651,Armenian Catholic Eparchy of Tokat,"Tokat is the capital city of Tokat Province of Turkey in the mid-Black Sea region of Anatolia. It is located at the confluence of the Tokat River (Tokat Suyu) with the Yeşilırmak. In the 2009 census, the city of Tokat had a population of 129,879.","[""Armenian Catholic Eparchy of Tokat"", ""Tokate"", ""armenian catholic eparchy of tokat"", ""Tokat"", ""Tokat of the Armenians"", ""History of Tokat"", ""tokat of the armenians"", ""tokad"", ""tokat"", ""Tokad""]",Armenian Catholic Eparchy of Tokat | Tokate | armenian catholic eparchy of tokat | Tokat | Tokat of the Armenians | History of Tokat | tokat of the armenians | tokad | tokat | Tokad,"[""cinema"", ""turkiye""]","[""birth_place""]",true
Q184116,"History of Gary, Indiana","Gary is a city in Lake County, Indiana, United States, 25 miles (40 km) from downtown Chicago, Illinois. Gary is adjacent to the Indiana Dunes National Park and borders southern Lake Michigan. Gary was named after lawyer Elbert Henry Gary, who was the founding chairman of the United States Steel Corporation. The city is known for its large steel mills, and as the birthplace of the Jackson 5 music group.The population of Gary was 80,294 at the 2010 census, making it the ninth-largest city in the state of Indiana. It was a prosperous city from the 1920s through the mid-1960s due to its booming steel industry, but overseas competition and restructuring of the steel industry resulted in a decline and a severe loss of jobs.Since the late 1960s, Gary has suffered drastic population loss, falling by 55 percent from its peak of 178,320 in 1960. The city faces the difficulties of many Rust Belt cities, including unemployment, decaying infrastructure, and low literacy and educational attainment levels. It is estimated that nearly one-third of all houses in the city are unoccupied or abandoned.","[""History of Gary, Indiana"", ""west gary lighthouse charter school"", ""gary public library system"", ""Gary neighborhoods"", ""Libraries of Gary, Indiana"", ""West Gary Lighthouse Charter School"", ""Gary-Hammond-East Chicago, IN MSA"", ""tourism in gary, indiana"", ""Gary (IN)"", ""gary, in""]","History of Gary, Indiana | west gary lighthouse charter school | gary public library system | Gary neighborhoods | Libraries of Gary, Indiana | West Gary Lighthouse Charter School | Gary-Hammond-East Chicago, IN MSA | tourism in gary, indiana | Gary (IN) | gary, in","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q18419,"Brooklyn, NYC, NY","Brooklyn () is the most populous borough of New York City, with an estimated 2,648,771 residents in 2017. Named after the Dutch village of Breukelen, it borders the borough of Queens at the western end of Long Island. Brooklyn has several bridge and tunnel connections to the borough of Manhattan across the East River, and the Verrazzano-Narrows Bridge connects it with Staten Island. Since 1896, Brooklyn has been coterminous with Kings County, the most populous county in the U.S. state of New York and the second-most densely populated county in the United States, after New York County (which is coextensive with the borough of Manhattan).With a land area of 71 square miles (180 km2) and water area of 26 square miles (67 km2), Kings County is New York state's fourth-smallest county by land area and third-smallest by total area, though it is the second-largest among the city's five boroughs. Today, if each borough were ranked as a city, Brooklyn would rank as the third-most populous in the U.S., after Los Angeles and Chicago.Brooklyn was an independent incorporated city (and previously an authorized village and town within the provisions of the New York State Constitution) until January 1, 1898, when, after a long political campaign and public relations battle during the 1890s, according to the new Municipal Charter of ""Greater New York"", Brooklyn was consolidated with the other cities, boroughs, and counties to form the modern City of New York, surrounding the Upper New York Bay with five constituent boroughs. The borough continues, however, to maintain a distinct culture. Many Brooklyn neighborhoods are ethnic enclaves. Brooklyn's official motto, displayed on the Borough seal and flag, is Eendraght Maeckt Maght, which translates from early modern Dutch as ""Unity makes strength"".In the first decades of the 21st century, Brooklyn has experienced a renaissance as an avant garde destination for hipsters, with concomitant gentrification, dramatic house price increases, and a decrease in housing affordability. Since the 2010s, Brooklyn has evolved into a thriving hub of entrepreneurship and high technology startup firms, and of postmodern art and design.","[""Brooklyn, NYC, NY"", ""BKLYN"", ""borough of brooklyn"", ""brooklyn, n.y."", ""P S 193"", ""brooklyn ny"", ""p. s. 193"", ""kings county, ny"", ""brooklyn, us-ny"", ""Brooklyn, New York""]","Brooklyn, NYC, NY | BKLYN | borough of brooklyn | brooklyn, n.y. | P S 193 | brooklyn ny | p. s. 193 | kings county, ny | brooklyn, us-ny | Brooklyn, New York","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q184539,Ordu,"Ordu (Turkish pronunciation: [ˈoɾdu]) is a port city on the Black Sea coast of Turkey, historically also known as Cotyora or Kotyora (Greek: Κοτύωρα), and the capital of Ordu Province with a population of 213,582 in the city center. The city is the world's largest hazelnut producer. While hazelnut is the main source of the economy, the city has developed small-sized industries and a rapidly growing tourism sector in recent years, which started, because Ordu is deemed as one of the most beautiful city in Turkey.","[""Ordu"", ""cotyora"", ""Kotyora"", ""ordu"", ""Cotyora"", ""kotyora""]",Ordu | cotyora | Kotyora | ordu | Cotyora | kotyora,"[""cinema"", ""turkiye""]","[""birth_place""]",true
Q18712718,acı zafer,"Acı Zafer is a 1972 Turkish film directed by Halit Refiğ and starring Yilmaz Köksal, Deniz Erkanat, Turgut Özatay.","[""acı zafer"", ""Acı Zafer"", ""aci zafer"", ""Aci Zafer""]",acı zafer | Acı Zafer | aci zafer | Aci Zafer,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712747,ali cengiz oyunu,"Ali Cengiz Oyunu is a 1971 Turkish romance film, directed by Halit Refiğ and starring Izzet Günay, Gülistan Güzey, and Hulusi Kentmen.","[""ali cengiz oyunu"", ""Ali Cengiz Oyunu""]",ali cengiz oyunu | Ali Cengiz Oyunu,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712767,Ask Firtinasi,"Aşk Fırtınası is a 1972 Turkish romantic drama film, directed by Halit Refiğ and starring Kartal Tibet, Bahar Erdeniz, and Muzaffer Tema.","[""Ask Firtinasi"", ""Aşk Fırtınası"", ""aşk fırtınası"", ""ask firtinasi""]",Ask Firtinasi | Aşk Fırtınası | aşk fırtınası | ask firtinasi,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712768,Aslan Pençesi,"Aslan Pençesi is a 1966 Turkish crime film, directed by Memduh Ün and starring Ayhan Işık, Sevinç Pekin and Turgut Özatay. It was written by Halit Refiğ.","[""Aslan Pençesi"", ""aslan pençesi"", ""aslan pencesi"", ""Aslan Pencesi""]",Aslan Pençesi | aslan pençesi | aslan pencesi | Aslan Pencesi,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712807,bir turk'e gonul verdim,"Bir Türk'e Gönül Verdim is a 1969 Turkish adventure film, directed by Halit Refiğ and starring Eva Bender, Ahmet Mekin and Bilal İnci.","[""bir turk'e gonul verdim"", ""bir türk'e gönül verdim"", ""Bir Türk'e Gönül Verdim"", ""Bir Turk'e Gonul Verdim""]",bir turk'e gonul verdim | bir türk'e gönül verdim | Bir Türk'e Gönül Verdim | Bir Turk'e Gonul Verdim,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712829,can yoldaslari,"Can Yoldaşları is a 1966 Turkish drama film, directed by Halit Refiğ and starring Mehmet Ali Akpinar, Suzan Avci, Nilüfer Aydan.","[""can yoldaslari"", ""Can Yoldaslari"", ""Can Yoldaşları"", ""can yoldaşları""]",can yoldaslari | Can Yoldaslari | Can Yoldaşları | can yoldaşları,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712832,canım sana feda,"Canım Sana Feda is a 1965 Turkish romantic drama film, directed by Halit Refiğ and starring Cüneyt Arkin, Nilüfer Aydan, and Muzaffer Tema.","[""canım sana feda"", ""canim sana feda"", ""Canim Sana Feda"", ""Canım Sana Feda""]",canım sana feda | canim sana feda | Canim Sana Feda | Canım Sana Feda,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712839,cennetin kapisi,"Cennetin Kapısı is a 1973 Turkish drama film, directed by Fikret Hakan and Halit Refiğ and starring Hakan, Arzu Okay and Sevda Ferdağ.","[""cennetin kapisi"", ""cennetin kapısı"", ""Cennetin Kapısı"", ""Cennetin Kapisi""]",cennetin kapisi | cennetin kapısı | Cennetin Kapısı | Cennetin Kapisi,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712859,Col Kartali,"Çöl Kartalı is a 1972 Turkish historical romance film, directed by Halit Refiğ and starring Cüneyt Arkin, Bahar Erdeniz, Süleyman Turan.","[""Col Kartali"", ""col kartali"", ""çöl kartalı"", ""Çöl Kartalı""]",Col Kartali | col kartali | çöl kartalı | Çöl Kartalı,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712937,erkek ve disi,"Erkek Ve Dişi is a 1966 Turkish drama film, directed by Halit Refiğ and starring Fikret Hakan, Selda Alkor, and Reha Yurdakul.","[""erkek ve disi"", ""Erkek Ve Dişi"", ""erkek ve dişi"", ""Erkek Ve Disi""]",erkek ve disi | Erkek Ve Dişi | erkek ve dişi | Erkek Ve Disi,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18712997,gençlik hülyaları,"Gençlik Hülyaları is a 1962 Turkish drama film, directed by Halit Refiğ and starring Kenan Pars, Reha Yurdakul, and Erol Tas.","[""gençlik hülyaları"", ""genclik hulyalari"", ""Gençlik Hülyaları"", ""Genclik Hulyalari""]",gençlik hülyaları | genclik hulyalari | Gençlik Hülyaları | Genclik Hulyalari,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713008,Güneşe Giden Yol,"Güneşe Giden Yol is a 1965 Turkish drama film, directed by Halit Refiğ and starring Ayhan Isik, Selda Alkor, Muzaffer Tema.","[""Güneşe Giden Yol"", ""güneşe giden yol"", ""Gunese Giden Yol"", ""gunese giden yol""]",Güneşe Giden Yol | güneşe giden yol | Gunese Giden Yol | gunese giden yol,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713053,Istanbul'un Kizlari,"İstanbul'un Kızları is a 1964 Turkish crime drama film, directed by Halit Refiğ and starring Cüneyt Arkin, Nilüfer Aydan, and Handan Adali.","[""Istanbul'un Kizlari"", ""İstanbul'un Kızları"", ""istanbul'un kizlari"", ""i̇stanbul'un kızları""]",Istanbul'un Kizlari | İstanbul'un Kızları | istanbul'un kizlari | i̇stanbul'un kızları,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713080,karakolda ayna var,"Karakolda Ayna Var is a 1966 Turkish comedy film, directed by Halit Refiğ and starring Sadri Alisik, Fatma Girik, and Suphi Tekniker.","[""karakolda ayna var"", ""Karakolda Ayna Var""]",karakolda ayna var | Karakolda Ayna Var,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713110,kız kolunda damga var,"Kız Kolunda Damga Var is a 1967 Turkish comedy film, directed by Halit Refiğ and starring Fatma Girik, Sadri Alisik, and Sevda Nur.","[""kız kolunda damga var"", ""Kiz Kolunda Damga Var"", ""Kız Kolunda Damga Var"", ""kiz kolunda damga var""]",kız kolunda damga var | Kiz Kolunda Damga Var | Kız Kolunda Damga Var | kiz kolunda damga var,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713111,Kizim Ve Ben,"Kızım Ve Ben is a 1988 Turkish drama film, directed by Halit Refiğ and starring Gülsen Bubikoglu, Cüneyt Arkin, and Yilmaz Zafer.","[""Kizim Ve Ben"", ""kızım ve ben"", ""kizim ve ben"", ""Kızım Ve Ben""]",Kizim Ve Ben | kızım ve ben | kizim ve ben | Kızım Ve Ben,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713112,Kızımın Kanı,"Kızımın Kanı is a 1987 Turkish adventure film, directed by Halit Refiğ and starring Tarik Akan, Mine Baysan, and Neslihan Acar.","[""Kızımın Kanı"", ""kızımın kanı"", ""Kizimin Kani"", ""kizimin kani""]",Kızımın Kanı | kızımın kanı | Kizimin Kani | kizimin kani,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713113,Kizin Varmi Derdin Var,"Kızın Varmı Derdin Var is a 1973 Turkish film, directed by Halit Refiğ and starring Ayhan Işık, Perihan Savaş and Öztoprak Ünsal.","[""Kizin Varmi Derdin Var"", ""kızın varmı derdin var"", ""Kızın Varmı Derdin Var"", ""kizin varmi derdin var""]",Kizin Varmi Derdin Var | kızın varmı derdin var | Kızın Varmı Derdin Var | kizin varmi derdin var,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q18713126,Kopekler Adasi,"Köpekler Adası is a 1997 Turkish film, directed by Halit Refiğ and starring Mursit Bag, Ekrem Dümer, and Tanju Gürsu.","[""Kopekler Adasi"", ""kopekler adasi"", ""köpekler adası"", ""Köpekler Adası""]",Kopekler Adasi | kopekler adasi | köpekler adası | Köpekler Adası,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q187253,alasya,Zeki Alasya (18 April 1943 – 8 May 2015) was a Turkish actor and film director. Alasya was of Turkish Cypriot descent and was related to Kıbrıslı Mehmed Kamil Pasha.,"[""alasya"", ""Zeki Alasya"", ""Alasya"", ""zeki alasya""]",alasya | Zeki Alasya | Alasya | zeki alasya,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q187261,zeki demirkubuz,"Zeki Demirkubuz (born 1 October 1964 in Isparta, Turkey) is a contemporary Turkish film director, screenwriter, producer and film editor.","[""zeki demirkubuz"", ""Zeki Demirkubuz""]",zeki demirkubuz | Zeki Demirkubuz,"[""cinema"", ""people"", ""turkiye""]","[""director"", ""person_seed""]",true
Q187272,Zeki Muren,"Zeki Müren (Turkish pronunciation: [zeˈci ˈmyɾæn]; 6 December 1931 – 24 September 1996) was a Turkish singer, composer, songwriter, actor and poet. Known by the nicknames ""The Sun of Art"" and ""Pasha"", he was one of the prominent figures of the Turkish classical music. Due to his contributions to the art industry, he was named a ""State Artist"" in 1991. He was the first singer to receive a gold certification in Turkey and throughout his career recorded and released hundreds of songs on cassettes and phonograph records.","[""Zeki Muren"", ""zeki müren"", ""zeki mueren"", ""Zeki Müren"", ""zeki muren"", ""Zeki muren"", ""Zeki Mueren""]",Zeki Muren | zeki müren | zeki mueren | Zeki Müren | zeki muren | Zeki muren | Zeki Mueren,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q18753224,kurtar beni,"Kurtar Beni is a 1987 Turkish romantic drama film, directed by Halit Refiğ and starring Gülsen Bubikoglu, Talat Bulut, and Tanju Gürsu.","[""kurtar beni"", ""Kurtar Beni""]",kurtar beni | Kurtar Beni,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q188894,Cotiæum,"Kütahya (Turkish pronunciation: [cyˈtahja]) is a city in western Turkey with 237,804 inhabitants (2011 estimate), lying on the Porsuk river, at 969 metres above sea level. It is the capital of Kütahya Province, inhabited by some 564,294 people (2011 estimate). The region of Kütahya has large areas of gentle slopes with agricultural land culminating in high mountain ridges to the north and west.The city's Greek name was Kotyaion, Latinized in Roman times as Cotyaeum.","[""Cotiæum"", ""Kutahya"", ""kuetahya"", ""cotiaeum"", ""Cotiaium"", ""kutahia"", ""Kütahya"", ""Kutaiah"", ""kutaiah"", ""kutahya""]",Cotiæum | Kutahya | kuetahya | cotiaeum | Cotiaium | kutahia | Kütahya | Kutaiah | kutaiah | kutahya,"[""cinema"", ""turkiye""]","[""birth_place""]",true
Q189134,Usak,"Uşak (Turkish pronunciation: [ˈuʃak]) is a city in the interior part of the Aegean Region of Turkey. The city has a population of 500,000 (2016 census) and is the capital of Uşak Province. The city was previously known by its Greek name of Ousakeion/Ουσάκειον.Uşak city is situated at a distance of 210 km (130 mi) from İzmir, the region's principal metropolitan center and port city. Benefiting from its location at the crossroads of the Central Anatolian plateau and the coastal Aegean Region, and from a climate and agricultural production incorporating elements of both of these zones, Uşak has also traditionally had a strong industrial base. Uşak was the first city in Turkey to have an urban electricity network, and the first city where a collective labor relations agreement was signed, during the Ottoman era, between leather industry employees and workers. It was here that the first factory of Republican Turkey, a sugar refinery, was set up through a private sector initiative among local businessmen. The tradition of industriousness continues today around two industrial zones.","[""Usak"", ""uşşak"", ""Uşak"", ""usak"", ""Ussak"", ""uşak"", ""history of uşak"", ""ussak"", ""Uşşak"", ""oushak""]",Usak | uşşak | Uşak | usak | Ussak | uşak | history of uşak | ussak | Uşşak | oushak,"[""cinema"", ""turkiye""]","[""birth_place""]",true
Q1925634,metin akpınar,Metin Akpınar (born 2 November 1941) is a Turkish actor. He has been one of the most successful comedians in Turkey.,"[""metin akpınar"", ""Metin Akpinar"", ""metin akpinar"", ""Metin Akpınar""]",metin akpınar | Metin Akpinar | metin akpinar | Metin Akpınar,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q1928775,Brianne Davis,"Brianne Davis (born April 21, 1982) is an American actress, producer and director, known for her roles in films Jarhead (2005), Prom Night (2008), and American Virgin (2009).","[""Brianne Davis"", ""brianne davis""]",Brianne Davis | brianne davis,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q192964,Daruelfuenun,"Istanbul University (Turkish: İstanbul Üniversitesi) is a prominent Turkish university located in Istanbul.The main campus is adjacent to Beyazıt Square in Fatih, the capital district of the province, on the European side of the city.Some pre-1923/1930 western sources refer to it as the University of Constantinople, after the previous name of the city.","[""Daruelfuenun"", ""Istanbul Darulfununu"", ""istanbul darülfünunu"", ""Istanbul University Faculty of Economics"", ""iü"", ""list of istanbul university alumni"", ""Darulfunun"", ""List of Istanbul University alumni"", ""İstanbul Üniversitesi İngilizce İktisat"", ""İstanbul Üniversitesi İktisat Fakültesi""]",Daruelfuenun | Istanbul Darulfununu | istanbul darülfünunu | Istanbul University Faculty of Economics | iü | list of istanbul university alumni | Darulfunun | List of Istanbul University alumni | İstanbul Üniversitesi İngilizce İktisat | İstanbul Üniversitesi İktisat Fakültesi,"[""cinema"", ""education"", ""turkiye""]","[""education_entity""]",true
